episode,seat0_wr,bot_wr,loss,epsilon,avg_game_length,vd_s0,vd_s1,vd_s2,vd_s3,buffer_size
145000,0.23,0.77,3.447464,0.1,55.4,0.0,0.0,0.0,0.0,100000
146000,0.16,0.84,1.862398,0.1,61.9,0.0,0.0,0.0,0.0,100000
147000,0.18,0.82,0.936544,0.1,56.7,0.0,0.0,0.0,0.0,100000
148000,0.23,0.77,1.455864,0.1,58.6,0.0,0.0,0.0,0.0,100000
149000,0.18,0.82,3.178678,0.1,59.1,0.0,0.0,0.0,0.0,100000
150000,0.18,0.82,0.870632,0.1,56.1,0.0,0.0,0.0,0.0,100000
151000,0.15,0.85,3.860535,0.1,56.3,0.0,0.0,0.0,0.0,100000
152000,0.14,0.86,3.567052,0.1,58.0,0.0,0.0,0.0,0.0,100000
153000,0.21,0.79,1.971604,0.1,60.7,0.0,0.0,0.0,0.0,100000
154000,0.2,0.8,1.304795,0.1,53.6,0.0,0.0,0.0,0.0,100000
155000,0.19,0.81,1.207722,0.1,53.9,0.0,0.0,0.0,0.0,100000
156000,0.21,0.79,3.348584,0.1,55.9,0.0,0.0,0.0,0.0,100000
157000,0.26,0.74,1.822123,0.1,59.9,0.0,0.0,0.0,0.0,100000
158000,0.19,0.81,1.735451,0.1,48.9,0.0,0.0,0.0,0.0,100000
159000,0.19,0.81,1.611015,0.1,52.8,0.0,0.0,0.0,0.0,100000
160000,0.18,0.82,1.618377,0.1,54.7,0.0,0.0,0.0,0.0,100000
161000,0.22,0.78,1.367907,0.1,53.4,0.0,0.0,0.0,0.0,100000
162000,0.25,0.75,1.684683,0.1,56.0,0.0,0.0,0.0,0.0,100000
163000,0.26,0.74,1.350247,0.1,55.6,0.0,0.0,0.0,0.0,100000
164000,0.19,0.81,1.173778,0.1,56.1,0.0,0.0,0.0,0.0,100000
165000,0.16,0.84,1.098824,0.1,56.8,0.0,0.0,0.0,0.0,100000
166000,0.14,0.86,0.400378,0.1,53.9,0.0,0.0,0.0,0.0,100000
167000,0.15,0.85,4.110603,0.1,55.2,0.0,0.0,0.0,0.0,100000
168000,0.18,0.82,2.259719,0.1,55.6,0.0,0.0,0.0,0.0,100000
169000,0.24,0.76,2.272766,0.1,53.9,0.0,0.0,0.0,0.0,100000
170000,0.22,0.78,7.270607,0.1,59.8,0.0,0.0,0.0,0.0,100000
171000,0.12,0.88,1.290886,0.1,52.9,0.0,0.0,0.0,0.0,100000
172000,0.24,0.76,3.489199,0.1,55.6,0.0,0.0,0.0,0.0,100000
173000,0.27,0.73,3.510716,0.1,57.8,0.0,0.0,0.0,0.0,100000
174000,0.22,0.78,3.666343,0.1,57.0,0.0,0.0,0.0,0.0,100000
175000,0.21,0.79,1.364979,0.1,59.2,0.0,0.0,0.0,0.0,100000
176000,0.19,0.81,2.378008,0.1,56.4,0.0,0.0,0.0,0.0,100000
177000,0.16,0.84,1.402471,0.1,58.9,0.0,0.0,0.0,0.0,100000
178000,0.17,0.83,1.819649,0.1,62.1,0.0,0.0,0.0,0.0,100000
179000,0.16,0.84,1.562161,0.1,57.9,0.0,0.0,0.0,0.0,100000
180000,0.17,0.83,2.364227,0.1,56.1,0.0,0.0,0.0,0.0,100000
181000,0.29,0.71,1.278313,0.1,54.8,0.0,0.0,0.0,0.0,100000
182000,0.13,0.87,4.089105,0.1,56.1,0.0,0.0,0.0,0.0,100000
183000,0.12,0.88,1.454271,0.1,57.4,0.0,0.0,0.0,0.0,100000
184000,0.14,0.86,2.521196,0.1,54.3,0.0,0.0,0.0,0.0,100000
185000,0.16,0.84,1.564993,0.1,53.8,0.0,0.0,0.0,0.0,100000
186000,0.22,0.78,1.361486,0.1,56.6,0.0,0.0,0.0,0.0,100000
187000,0.2,0.8,2.192859,0.1,56.3,0.0,0.0,0.0,0.0,100000
188000,0.16,0.84,3.151199,0.1,55.1,0.0,0.0,0.0,0.0,100000
189000,0.22,0.78,3.247726,0.1,55.8,0.0,0.0,0.0,0.0,100000
190000,0.17,0.83,6.447837,0.1,56.8,0.0,0.0,0.0,0.0,100000
191000,0.19,0.81,0.711413,0.1,59.1,0.0,0.0,0.0,0.0,100000
192000,0.23,0.77,0.865064,0.1,56.4,0.0,0.0,0.0,0.0,100000
193000,0.18,0.82,6.990225,0.1,54.3,0.0,0.0,0.0,0.0,100000
194000,0.23,0.77,2.091608,0.1,60.7,0.0,0.0,0.0,0.0,100000
195000,0.21,0.79,2.015364,0.1,53.3,0.0,0.0,0.0,0.0,100000
196000,0.16,0.84,1.70902,0.1,54.8,0.0,0.0,0.0,0.0,100000
197000,0.24,0.76,1.362715,0.1,56.4,0.0,0.0,0.0,0.0,100000
198000,0.21,0.79,2.103771,0.1,53.9,0.0,0.0,0.0,0.0,100000
199000,0.23,0.77,1.94817,0.1,52.8,0.0,0.0,0.0,0.0,100000
200000,0.16,0.84,2.837815,0.1,58.4,0.0,0.0,0.0,0.0,100000
201000,0.13,0.87,4.472797,0.1,61.8,0.0,0.0,0.0,0.0,100000
202000,0.2,0.8,3.706857,0.1,55.1,0.0,0.0,0.0,0.0,100000
203000,0.2,0.8,1.352563,0.1,57.7,0.0,0.0,0.0,0.0,100000
204000,0.17,0.83,1.112655,0.1,53.8,0.0,0.0,0.0,0.0,100000
205000,0.17,0.83,1.784628,0.1,56.1,0.0,0.0,0.0,0.0,100000
206000,0.19,0.81,0.561493,0.1,52.5,0.0,0.0,0.0,0.0,100000
207000,0.21,0.79,0.831386,0.1,60.1,0.0,0.0,0.0,0.0,100000
208000,0.22,0.78,0.927218,0.1,56.9,0.0,0.0,0.0,0.0,100000
209000,0.2,0.8,1.418507,0.1,59.4,0.0,0.0,0.0,0.0,100000
210000,0.19,0.81,3.943213,0.1,51.2,0.0,0.0,0.0,0.0,100000
211000,0.22,0.78,1.197523,0.1,58.3,0.0,0.0,0.0,0.0,100000
212000,0.22,0.78,5.413067,0.1,55.4,0.0,0.0,0.0,0.0,100000
213000,0.14,0.86,0.751861,0.1,56.4,0.0,0.0,0.0,0.0,100000
214000,0.21,0.79,0.709935,0.1,59.6,0.0,0.0,0.0,0.0,100000
215000,0.2,0.8,1.346703,0.1,52.1,0.0,0.0,0.0,0.0,100000
216000,0.21,0.79,3.476105,0.1,58.9,0.0,0.0,0.0,0.0,100000
217000,0.2,0.8,1.64376,0.1,56.4,0.0,0.0,0.0,0.0,100000
218000,0.27,0.73,1.205323,0.1,58.9,0.0,0.0,0.0,0.0,100000
219000,0.26,0.74,1.92422,0.1,56.7,0.0,0.0,0.0,0.0,100000
220000,0.2,0.8,2.176458,0.1,61.3,0.0,0.0,0.0,0.0,100000
221000,0.19,0.81,0.750513,0.1,54.0,0.0,0.0,0.0,0.0,100000
222000,0.19,0.81,1.742661,0.1,58.2,0.0,0.0,0.0,0.0,100000
223000,0.24,0.76,3.636768,0.1,60.0,0.0,0.0,0.0,0.0,100000
224000,0.17,0.83,6.049927,0.1,56.1,0.0,0.0,0.0,0.0,100000
225000,0.25,0.75,4.985374,0.1,55.9,0.0,0.0,0.0,0.0,100000
226000,0.25,0.75,2.361315,0.1,54.0,0.0,0.0,0.0,0.0,100000
227000,0.29,0.71,0.86556,0.1,62.2,0.0,0.0,0.0,0.0,100000
228000,0.27,0.73,1.843006,0.1,52.3,0.0,0.0,0.0,0.0,100000
229000,0.11,0.89,0.819963,0.1,53.4,0.0,0.0,0.0,0.0,100000
230000,0.28,0.72,1.03282,0.1,55.8,0.0,0.0,0.0,0.0,100000
231000,0.21,0.79,1.936578,0.1,55.6,0.0,0.0,0.0,0.0,100000
232000,0.17,0.83,1.462539,0.1,50.9,0.0,0.0,0.0,0.0,100000
233000,0.27,0.73,1.115897,0.1,55.7,0.0,0.0,0.0,0.0,100000
234000,0.23,0.77,0.876297,0.1,60.2,0.0,0.0,0.0,0.0,100000
235000,0.2,0.8,1.994682,0.1,53.0,0.0,0.0,0.0,0.0,100000
236000,0.13,0.87,1.578653,0.1,53.0,0.0,0.0,0.0,0.0,100000
237000,0.19,0.81,2.480683,0.1,51.3,0.0,0.0,0.0,0.0,100000
238000,0.21,0.79,1.731122,0.1,54.2,0.0,0.0,0.0,0.0,100000
239000,0.15,0.85,1.219399,0.1,55.0,0.0,0.0,0.0,0.0,100000
240000,0.23,0.77,13.904923,0.1,55.4,0.0,0.0,0.0,0.0,100000
241000,0.15,0.85,19.827763,0.1,53.3,0.0,0.0,0.0,0.0,100000
242000,0.18,0.82,1.127128,0.1,52.7,0.0,0.0,0.0,0.0,100000
243000,0.17,0.83,2.638692,0.1,54.1,0.0,0.0,0.0,0.0,100000
244000,0.17,0.83,1.407668,0.1,53.2,0.0,0.0,0.0,0.0,100000
245000,0.21,0.79,1.573045,0.1,53.6,0.0,0.0,0.0,0.0,100000
246000,0.28,0.72,1.517631,0.1,60.9,0.0,0.0,0.0,0.0,100000
247000,0.17,0.83,2.384283,0.1,52.4,0.0,0.0,0.0,0.0,100000
248000,0.15,0.85,1.889735,0.1,49.9,0.0,0.0,0.0,0.0,100000
249000,0.24,0.76,7.749686,0.1,60.7,0.0,0.0,0.0,0.0,100000
250000,0.17,0.83,0.649866,0.1,51.9,0.0,0.0,0.0,0.0,100000
251000,0.18,0.82,0.570069,0.1,53.7,0.0,0.0,0.0,0.0,100000
252000,0.27,0.73,5.335425,0.1,56.3,0.0,0.0,0.0,0.0,100000
253000,0.26,0.74,0.867137,0.1,57.1,0.0,0.0,0.0,0.0,100000
254000,0.15,0.85,1.960317,0.1,53.7,0.0,0.0,0.0,0.0,100000
255000,0.19,0.81,1.956682,0.1,56.7,0.0,0.0,0.0,0.0,100000
256000,0.23,0.77,4.137366,0.1,54.5,0.0,0.0,0.0,0.0,100000
257000,0.23,0.77,4.252562,0.1,55.3,0.0,0.0,0.0,0.0,100000
258000,0.25,0.75,2.06289,0.1,53.6,0.0,0.0,0.0,0.0,100000
259000,0.23,0.77,1.764447,0.1,56.9,0.0,0.0,0.0,0.0,100000
260000,0.21,0.79,4.720305,0.1,53.6,0.0,0.0,0.0,0.0,100000
261000,0.16,0.84,3.589442,0.1,53.4,0.0,0.0,0.0,0.0,100000
262000,0.18,0.82,1.653175,0.1,59.4,0.0,0.0,0.0,0.0,100000
263000,0.12,0.88,0.844147,0.1,58.4,0.0,0.0,0.0,0.0,100000
264000,0.16,0.84,0.812986,0.1,58.3,0.0,0.0,0.0,0.0,100000
265000,0.16,0.84,2.611199,0.1,54.0,0.0,0.0,0.0,0.0,100000
266000,0.2,0.8,0.779517,0.1,50.3,0.0,0.0,0.0,0.0,100000
267000,0.17,0.83,2.436842,0.1,55.5,0.0,0.0,0.0,0.0,100000
268000,0.11,0.89,0.514393,0.1,55.7,0.0,0.0,0.0,0.0,100000
269000,0.2,0.8,1.323543,0.1,50.5,0.0,0.0,0.0,0.0,100000
270000,0.19,0.81,2.410249,0.1,51.4,0.0,0.0,0.0,0.0,100000
271000,0.14,0.86,5.547261,0.1,54.1,0.0,0.0,0.0,0.0,100000
272000,0.18,0.82,1.528849,0.1,52.9,0.0,0.0,0.0,0.0,100000
273000,0.25,0.75,1.682422,0.1,57.1,0.0,0.0,0.0,0.0,100000
274000,0.23,0.77,1.209137,0.1,55.0,0.0,0.0,0.0,0.0,100000
275000,0.17,0.83,1.839418,0.1,53.1,0.0,0.0,0.0,0.0,100000
276000,0.21,0.79,2.616002,0.1,53.3,0.0,0.0,0.0,0.0,100000
277000,0.22,0.78,1.997332,0.1,51.7,0.0,0.0,0.0,0.0,100000
278000,0.14,0.86,3.472615,0.1,53.2,0.0,0.0,0.0,0.0,100000
279000,0.15,0.85,2.705012,0.1,54.2,0.0,0.0,0.0,0.0,100000
280000,0.19,0.81,1.421613,0.1,54.8,0.0,0.0,0.0,0.0,100000
281000,0.12,0.88,1.521609,0.1,54.4,0.0,0.0,0.0,0.0,100000
282000,0.16,0.84,1.703942,0.1,60.2,0.0,0.0,0.0,0.0,100000
283000,0.18,0.82,2.358576,0.1,58.4,0.0,0.0,0.0,0.0,100000
284000,0.24,0.76,0.4544,0.1,52.4,0.0,0.0,0.0,0.0,100000
285000,0.22,0.78,1.720707,0.1,53.7,0.0,0.0,0.0,0.0,100000
286000,0.19,0.81,3.264919,0.1,53.1,0.0,0.0,0.0,0.0,100000
287000,0.24,0.76,1.232734,0.1,55.6,0.0,0.0,0.0,0.0,100000
288000,0.18,0.82,2.165154,0.1,57.2,0.0,0.0,0.0,0.0,100000
289000,0.13,0.87,1.563322,0.1,54.2,0.0,0.0,0.0,0.0,100000
290000,0.19,0.81,2.087444,0.1,57.6,0.0,0.0,0.0,0.0,100000
291000,0.2,0.8,1.329972,0.1,61.8,0.0,0.0,0.0,0.0,100000
292000,0.15,0.85,4.991506,0.1,55.0,0.0,0.0,0.0,0.0,100000
293000,0.19,0.81,1.432321,0.1,56.7,0.0,0.0,0.0,0.0,100000
294000,0.21,0.79,1.828131,0.1,54.8,0.0,0.0,0.0,0.0,100000
295000,0.16,0.84,1.630354,0.1,50.9,0.0,0.0,0.0,0.0,100000
296000,0.23,0.77,0.706968,0.1,57.5,0.0,0.0,0.0,0.0,100000
297000,0.16,0.84,1.155602,0.1,50.2,0.0,0.0,0.0,0.0,100000
298000,0.19,0.81,0.621712,0.1,54.0,0.0,0.0,0.0,0.0,100000
299000,0.21,0.79,1.347968,0.1,50.5,0.0,0.0,0.0,0.0,100000
300000,0.19,0.81,4.131652,0.1,51.5,0.0,0.0,0.0,0.0,100000
